WKT,latitude,longitude,street,postalcode,city,description
"POINT (5.95178 51.7532)",51.75320,5.95178,Bredeweg, 6562 DJ, Breedeweg,https://waarneming.nl/observation/356681993/
"POINT (5.28843 52.18088)",52.18088,5.28843,Waldeck Pyrmontlaan, 3762 CM, Soest,https://waarneming.nl/observation/357082208/
"POINT (6.46728 51.94429)",51.94429,6.46728,Gasthuisweg, 7051 DS, Varsseveld,https://waarneming.nl/observation/357117932/
"POINT (6.22858 52.12613)",52.12613,6.22858,Ien Dalessingel, 7207 LK, Zutphen,https://waarneming.nl/observation/357572674/
"POINT (4.9902 52.32202)",52.32202,4.99020,Provincialeweg, 1104 GG, Amsterdam,https://waarneming.nl/observation/357185003/
"POINT (5.54251 52.03192)",52.03192,5.54251,Ebbenhorst, 3905 VB, Veenendaal,https://waarneming.nl/observation/357646330/
"POINT (5.89657 51.98615)",51.98615,5.89657,Beaulieustraat, 6814 DV, Arnhem,https://waarneming.nl/observation/357344125/
"POINT (6.60475 52.0378)",52.03780,6.60475,Spillendraaier, 7141 PP, Groenlo,https://waarneming.nl/observation/357355612/
"POINT (4.96588 52.08535)",52.08535,4.96588,Dammolen, 3481 AN, Harmelen,https://waarneming.nl/observation/357631206/
"POINT (5.09386 52.10511)",52.10511,5.09386,Groen van Prinstererstraat, 3551 XD, Utrecht,https://waarneming.nl/observation/357492100/
"POINT (5.42551 52.01102)",52.01102,5.42551,Burgemeester Goudsmitlaan, 3956 GV, Leersum,https://waarneming.nl/observation/357538683/
"POINT (5.98157 52.22304)",52.22304,5.98157,Sluisoordlaan, 7322 DR, Apeldoorn,https://waarneming.nl/observation/357755217/
"POINT (4.84814 52.37729)",52.37729,4.84814,Buskenblaserstraat, 1055 AJ, Amsterdam,https://waarneming.nl/observation/357686147/
"POINT (5.98222 52.22304)",52.22304,5.98222,Ratelaar, 7322 GR, Apeldoorn,https://waarneming.nl/observation/357701153/
"POINT (5.06874 52.13165)",52.13165,5.06874,Kerkhoflaantje, 3611 AG, Oud Zuilen,https://waarneming.nl/observation/358337374/
"POINT (4.9588 52.51855)",52.51855,4.95880,Reigerpark, 1444 AA, Purmerend,https://waarneming.nl/observation/358112805/
"POINT (4.67674 52.30227)",52.30227,4.67674,Asserweg, 2131 VW, Hoofddorp,https://waarneming.nl/observation/358759955/
"POINT (5.30413 52.05478)",52.05478,5.30413,Arnhemsebovenweg, 3971 MJ, Driebergen-Rijsenburg,https://waarneming.nl/observation/358308835/
"POINT (6.23405 52.09738)",52.09738,6.23405,,7233 SG, Vierakker,https://waarneming.nl/observation/358322471/
